P_PV;P_BESS;E_BESS;T_BESS;pv2load;pv2bess;pv2curtail;pv2grid;bess2load;bess2grid;grid2load;grid2bess;annual_energy;capex;capex_pv;capex_bess;opex;opex_pv;opex_bess;capex_co2;capex_co2_pv;capex_co2_bess;opex_co2;opex_co2_pv;opex_co2_bess;lcoe_investor;lcoe_enduser;lcoe_revenue;lco2_investor;lco2_enduser;lco2_abatement;savings;energy_procurement_costs;energy_procurement_costs_load;energy_procurement_costs_bess;profit;profit_pv;profit_bess;co2avoided;co2burden;co2burden_load;co2burden_bess;co2abatement;co2abatement_pv;co2abatement_bess;cycles;self_sufficiency;ress;self_consumption;net_savings;net_co2avoided;net_earnings;net_abatement;PV_Load_M;BESS_Load_M;pv2load_share;pv2bess_share;pv2grid_share;curtailment_share;bess2load_share;bess2grid_share;earnings_class;co2abatement_class;savings_class;co2avoided_class;label
3.0;2.0;2.0;1.0;0;0;0;0;21939;512;351047;23056;22451.0;1140000.0;240000.0;900000.0;21000.0;9000.0;12000.0;299000.0;99000.0;200000.0;0.0;0.0;0.0;3.685467737504768;0.2752346508728994;3.6849983385400926;0.798297918307007;0.07543745571832812;0.7976166367305615;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;13.99081;0.0;13.99081;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;20.30614;0.0;20.30614;11.0;5.8294725665567615;0.0;0.0;-13078.876169999992;-15882.10797000001;-12362.824909999992;-15407.82741000001;1.0;0.7;0.0;0.0;0.0;0.0;0.9771947797425504;0.022805220257449556;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;2.0;4.0;2.0;0;0;0;0;21939;2743;351047;23056;24682.0;1540000.0;240000.0;1300000.0;33000.0;9000.0;24000.0;499000.0;99000.0;400000.0;0.0;0.0;0.0;4.659281880338577;0.3615427371971792;4.656340825692003;1.1965039170382183;0.10642923120365709;1.1931967773223118;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;96.37147;0.0;96.37147;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;108.36721999999999;0.0;108.36721999999999;6.0;5.8294725665567615;0.0;0.0;-12979.748469999999;-16329.51032000001;-11992.879239999998;-15539.85558000001;1.0;0.7;0.0;0.0;0.0;0.0;0.8888663803581558;0.11113361964184426;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;2.0;6.0;3.0;0;0;0;0;21939;4973;351047;23056;26912.0;1940000.0;240000.0;1700000.0;45000.0;9000.0;36000.0;699000.0;99000.0;600000.0;0.0;0.0;0.0;5.471847301066958;0.44788033335598465;5.467338109868998;1.528746759689507;0.13744328884391377;1.5232873398353513;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;161.10524;0.0;161.10524;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;195.05518999999998;0.0;195.05518999999998;4.0;5.8294725665567615;0.0;0.0;-12970.59017;-16660.32728000002;-11920.944979999998;-15751.580450000018;1.0;0.7;0.0;0.0;0.0;0.0;0.8152125445897741;0.18478745541022593;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;3.0;3.0;1.0;0;0;0;0;21939;1628;351047;23056;23567.0;1590000.0;240000.0;1350000.0;27000.0;9000.0;18000.0;399000.0;99000.0;300000.0;0.0;0.0;0.0;4.811105345107631;0.3572918193717573;4.809634605963388;1.0068039259186135;0.09093013925208547;1.0047443997366086;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;46.01559;0.0;46.01559;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;64.4372;0.0;64.4372;7.0;5.8294725665567615;0.0;0.0;-12983.17973;-16165.457430000008;-12052.51076;-15494.411320000008;1.0;1.0;0.0;0.0;0.0;0.0;0.9309203547333136;0.06907964526668647;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;3.0;6.0;2.0;0;0;0;0;21939;4973;351047;23056;26912.0;2190000.0;240000.0;1950000.0;45000.0;9000.0;36000.0;699000.0;99000.0;600000.0;0.0;0.0;0.0;6.011082731192307;0.48678770225329815;6.0065735399943465;1.528746759689507;0.13744328884391377;1.5232873398353513;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;161.10524;0.0;161.10524;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;195.05518999999998;0.0;195.05518999999998;4.0;5.8294725665567615;0.0;0.0;-12964.03758;-16672.595890000015;-11914.507309999999;-15748.208890000014;1.0;1.0;0.0;0.0;0.0;0.0;0.8152125445897741;0.18478745541022593;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;3.0;9.0;3.0;0;0;0;0;21939;8318;351047;23056;30257.0;2790000.0;240000.0;2550000.0;63000.0;9000.0;54000.0;999000.0;99000.0;900000.0;0.0;0.0;0.0;6.945738085584929;0.6163350326620747;6.939543468965773;1.935284974432497;0.18399528520635056;1.9272232095252486;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;248.83149;0.0;248.83149;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;323.83295;0.0;323.83295;3.0;5.8294725665567615;0.0;0.0;-12950.23404;-17159.248870000014;-11814.675749999999;-16113.348560000013;1.0;1.0;0.0;0.0;0.0;0.0;0.7250884092937172;0.27491159070628285;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;0.0;0.0;0.0;0;0;0;0;0;0;371911;0;0.0;750000.0;0.0;750000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1756156137119883;0.0;0.0;0.029232751145222786;0.0;0.0;28911.883870000034;28911.883870000034;0.0;0.0;0.0;0.0;0.0;14433.569730000087;14433.569730000087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-28911.883870000034;-14433.569730000087;-28911.883870000034;-14433.569730000087;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;3.0;3.0;1.0;0;0;0;0;21360;0;352044;23076;21360.0;1350000.0;0.0;1350000.0;18000.0;0.0;18000.0;300000.0;0.0;300000.0;0.0;0.0;0.0;4.338651011600812;0.30164787004395405;4.338651011600812;0.8418128718935564;0.07561991819641325;0.8418128718935564;2589.4944699999996;27499.595410000038;26502.65899000004;996.93642;0.0;0.0;0.0;879.6662499999998;14367.871850000078;13615.341180000072;752.5306700000001;0.0;0.0;0.0;7.0;5.6756248699417675;0.0;0.0;-13646.450169999996;-15598.225180000014;-13306.818629999996;-15384.644950000014;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;6.0;6.0;1.0;0;0;0;0;21954;512;351491;23076;22466.0;2700000.0;0.0;2700000.0;36000.0;0.0;36000.0;600000.0;0.0;600000.0;0.0;0.0;0.0;8.216693496309503;0.5476884930658448;8.216224410751064;1.575509998143257;0.12216617027821916;1.5748291714418958;2604.513289999999;27485.617650000044;26488.68123000004;996.93642;13.99081;0.0;13.99081;902.2002799999998;14346.894670000078;13594.364000000074;752.5306700000001;20.30614;0.0;20.30614;3.0;5.833458258178912;0.0;0.0;-13096.49796;-15902.516170000008;-12380.90555;-15428.614610000008;0.0;2.0;0.0;0.0;0.0;0.0;0.9772100062316389;0.022789993768361078;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;6.0;12.0;2.0;0;0;0;0;21954;2743;351491;23076;24697.0;3900000.0;0.0;3900000.0;72000.0;0.0;72000.0;1200000.0;0.0;1200000.0;0.0;0.0;0.0;11.392886329330729;0.8066492180514254;11.389947060966685;2.8434213454090176;0.21529509438191247;2.840116214321516;2604.513289999999;27485.617650000044;26488.68123000004;996.93642;96.37147;0.0;96.37147;902.2002799999998;14346.894670000078;13594.364000000074;752.5306700000001;108.36721999999999;0.0;108.36721999999999;2.0;5.833458258178912;0.0;0.0;-12997.2402;-16350.15864000001;-12010.37563;-15560.57256000001;0.0;2.0;0.0;0.0;0.0;0.0;0.8889338786087378;0.1110661213912621;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;6.0;18.0;3.0;0;0;0;0;21954;4973;351491;23076;26927.0;5100000.0;0.0;5100000.0;108000.0;0.0;108000.0;1800000.0;0.0;1800000.0;0.0;0.0;0.0;14.043301937195848;1.0656394172716575;14.038795257895536;3.901383233068912;0.30844626691098664;3.895926854448381;2604.513289999999;27485.617650000044;26488.68123000004;996.93642;161.10524;0.0;161.10524;902.2002799999998;14346.894670000078;13594.364000000074;752.5306700000001;195.05518999999998;0.0;195.05518999999998;1.0;5.833458258178912;0.0;0.0;-12988.081900000005;-16680.462240000015;-11938.436710000005;-15771.715410000017;0.0;2.0;0.0;0.0;0.0;0.0;0.8153154826011066;0.1846845173988933;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;9.0;9.0;1.0;0;0;0;0;21954;1627;351491;23076;23581.0;4050000.0;0.0;4050000.0;54000.0;0.0;54000.0;900000.0;0.0;900000.0;0.0;0.0;0.0;11.726342672846158;0.793743340761149;11.724824938382156;2.2395018147205996;0.16872749313452226;2.2374447733351457;2604.513289999999;27485.617650000044;26488.68123000004;996.93642;47.514160000000004;0.0;47.514160000000004;902.2002799999998;14346.894670000078;13594.364000000074;752.5306700000001;64.39769000000001;0.0;64.39769000000001;2.0;5.833458258178912;0.0;0.0;-13000.648960000002;-16194.497430000005;-12070.273240000002;-15516.066150000004;0.0;3.0;0.0;0.0;0.0;0.0;0.9310037742250117;0.06899622577498833;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;9.0;18.0;2.0;0;0;0;0;21954;4973;351491;23076;26927.0;5850000.0;0.0;5850000.0;108000.0;0.0;108000.0;1800000.0;0.0;1800000.0;0.0;0.0;0.0;15.66010706537946;1.1822180612128004;15.655600386079149;3.901383233068912;0.30844626691098664;3.895926854448381;2604.513289999999;27485.617650000044;26488.68123000004;996.93642;161.10524;0.0;161.10524;902.2002799999998;14346.894670000078;13594.364000000074;752.5306700000001;195.05518999999998;0.0;195.05518999999998;1.0;5.833458258178912;0.0;0.0;-12981.529310000005;-16693.245890000013;-11931.999040000006;-15768.858890000014;0.0;3.0;0.0;0.0;0.0;0.0;0.8153154826011066;0.1846845173988933;negative;negative;negative;negative;Environmental Dispatch Optimisation
0.0;9.0;27.0;3.0;0;0;0;0;21954;8318;351491;23076;30272.0;7650000.0;0.0;7650000.0;162000.0;0.0;162000.0;2700000.0;0.0;2700000.0;0.0;0.0;0.0;18.724911447230454;1.5707442538120293;18.71871990008967;5.196068985886851;0.44820389408765365;5.188011215643768;2604.513289999999;27485.617650000044;26488.68123000004;996.93642;248.83149;0.0;248.83149;902.2002799999998;14346.894670000078;13594.364000000074;752.5306700000001;323.83295;0.0;323.83295;1.0;5.833458258178912;0.0;0.0;-12967.725770000005;-17180.668910000008;-11832.167480000004;-16134.768600000009;0.0;3.0;0.0;0.0;0.0;0.0;0.7252246300211417;0.2747753699788584;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;6.0;6.0;1.0;0;0;0;0;21952;512;351344;23071;22464.0;2780000.0;80000.0;2700000.0;39000.0;3000.0;36000.0;633000.0;33000.0;600000.0;0.0;0.0;0.0;8.524728955600487;0.5663843515303346;8.524259828278732;1.660917821699021;0.1273352311247737;1.660236934382747;2604.2908199999993;27477.57463000006;26480.98646000005;996.58817;13.99081;0.0;13.99081;902.1235599999998;14341.337440000078;13588.967390000078;752.37005;20.30614;0.0;20.30614;3.0;5.832926832629292;0.0;0.0;-13090.429149999993;-15895.56253000001;-12374.683759999993;-15421.52279000001;0.3;2.0;0.0;0.0;0.0;0.0;0.9772079772079773;0.022792022792022793;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;6.0;12.0;2.0;0;0;0;0;21952;2743;351344;23071;24695.0;3980000.0;80000.0;3900000.0;75000.0;3000.0;72000.0;1233000.0;33000.0;1200000.0;0.0;0.0;0.0;11.673350429074752;0.8254484879511895;11.670410922665083;2.9212159261359343;0.2205013453995327;2.9179105273722974;2604.2908199999993;27477.57463000006;26480.98646000005;996.58817;96.37147;0.0;96.37147;902.1235599999998;14341.337440000078;13588.967390000078;752.37005;108.36721999999999;0.0;108.36721999999999;2.0;5.832926832629292;0.0;0.0;-12991.171229999996;-16343.063360000015;-12004.304329999995;-15553.442950000015;0.3;2.0;0.0;0.0;0.0;0.0;0.888924883579672;0.111075116420328;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;6.0;18.0;3.0;0;0;0;0;21952;4973;351344;23071;26925.0;5180000.0;80000.0;5100000.0;111000.0;3000.0;108000.0;1833000.0;33000.0;1800000.0;0.0;0.0;0.0;14.300734129373916;1.0845421045808974;14.296227115315622;3.9728132458758405;0.3136897156340515;3.9673564619532766;2604.2908199999993;27477.57463000006;26480.98646000005;996.58817;161.10524;0.0;161.10524;902.1235599999998;14341.337440000078;13588.967390000078;752.37005;195.05518999999998;0.0;195.05518999999998;1.0;5.832926832629292;0.0;0.0;-12982.012929999997;-16673.880320000022;-11932.367739999996;-15765.133490000022;0.3;2.0;0.0;0.0;0.0;0.0;0.8153017641597029;0.18469823584029713;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;9.0;9.0;1.0;0;0;0;0;21952;1627;351344;23071;23579.0;4130000.0;80000.0;4050000.0;57000.0;3000.0;54000.0;933000.0;33000.0;900000.0;0.0;0.0;0.0;12.02010949314667;0.8125374360749842;12.018640772015765;2.3209272073152745;0.17391514796725224;2.3188699914490214;2604.2908199999993;27477.57463000006;26480.98646000005;996.58817;45.97585;0.0;45.97585;902.1235599999998;14341.337440000078;13588.967390000078;752.37005;64.39769;0.0;64.39769;2.0;5.832926832629292;0.0;0.0;-12994.602529999996;-16179.047020000009;-12064.003599999996;-15508.09659000001;0.3;3.0;0.0;0.0;0.0;0.0;0.9309979218796387;0.06900207812036134;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;9.0;18.0;2.0;0;0;0;0;21952;4973;351344;23071;26925.0;5930000.0;80000.0;5850000.0;111000.0;3000.0;108000.0;1833000.0;33000.0;1800000.0;0.0;0.0;0.0;15.917659354502982;1.2011672805447442;15.91315234044469;3.9728132458758405;0.3136897156340515;3.9673564619532766;2604.2908199999993;27477.57463000006;26480.98646000005;996.58817;161.10524;0.0;161.10524;902.1235599999998;14341.337440000078;13588.967390000078;752.37005;195.05518999999998;0.0;195.05518999999998;1.0;5.832926832629292;0.0;0.0;-12975.460379999997;-16686.185480000015;-11925.930109999996;-15761.798480000016;0.3;3.0;0.0;0.0;0.0;0.0;0.8153017641597029;0.18469823584029713;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;9.0;27.0;3.0;0;0;0;0;21952;8318;351344;23071;30270.0;7730000.0;80000.0;7650000.0;165000.0;3000.0;162000.0;2733000.0;33000.0;2700000.0;0.0;0.0;0.0;18.954205302315174;1.5898486066162412;18.94801334608637;5.259691135418802;0.4535031491196906;5.251632832782574;2604.2908199999993;27477.57463000006;26480.98646000005;996.58817;248.83149;0.0;248.83149;902.1235599999998;14341.337440000078;13588.967390000078;752.37005;323.83295;0.0;323.83295;1.0;5.832926832629292;0.0;0.0;-12961.656839999996;-17172.838460000014;-11826.098549999995;-16126.938150000015;0.3;3.0;0.0;0.0;0.0;0.0;0.725206475057813;0.274793524942187;negative;negative;negative;negative;Environmental Dispatch Optimisation
2.0;6.0;6.0;1.0;0;0;0;0;21944;512;351189;23062;22456.0;2860000.0;160000.0;2700000.0;42000.0;6000.0;36000.0;666000.0;66000.0;600000.0;0.0;0.0;0.0;8.83517472642897;0.5851130728840056;8.834705431979561;1.7468028215975562;0.13251239408376955;1.74612169171366;2603.536949999999;27467.54283000005;26471.439350000044;996.10348;13.99081;0.0;13.99081;901.8085399999998;14335.287410000072;13583.216200000075;752.0712100000001;20.30614;0.0;20.30614;3.0;5.830801130430811;0.0;0.0;-13084.995069999997;-15889.264700000009;-12369.096789999996;-15415.12232000001;0.7;2.0;0.0;0.0;0.0;0.0;0.9771998574991093;0.02280014250089063;negative;negative;negative;negative;Environmental Dispatch Optimisation
2.0;6.0;12.0;2.0;0;0;0;0;21944;2743;351189;23062;24687.0;4060000.0;160000.0;3900000.0;78000.0;6000.0;72000.0;1266000.0;66000.0;1200000.0;0.0;0.0;0.0;11.95676109871919;0.844290409613139;11.953820639741316;2.999747782682174;0.22571921812718745;2.996441312780281;2603.536949999999;27467.54283000005;26471.439350000044;996.10348;96.37147;0.0;96.37147;901.8085399999998;14335.287410000072;13583.216200000075;752.0712100000001;108.36721999999999;0.0;108.36721999999999;2.0;5.830801130430811;0.0;0.0;-12985.867450000002;-16336.73775000001;-11998.998220000001;-15547.08301000001;0.7;2.0;0.0;0.0;0.0;0.0;0.8888888888888888;0.1111111111111111;negative;negative;negative;negative;Environmental Dispatch Optimisation
2.0;6.0;18.0;3.0;0;0;0;0;21944;4973;351189;23062;26917.0;5260000.0;160000.0;5100000.0;114000.0;6000.0;108000.0;1866000.0;66000.0;1800000.0;0.0;0.0;0.0;14.561445882953981;1.1034972431336252;14.556937529366305;4.04515149757978;0.31894831263548096;4.039693091846784;2603.536949999999;27467.54283000005;26471.439350000044;996.10348;161.10524;0.0;161.10524;901.8085399999998;14335.287410000072;13583.216200000075;752.0712100000001;195.05518999999998;0.0;195.05518999999998;1.0;5.830801130430811;0.0;0.0;-12976.709150000002;-16667.554710000022;-11927.063960000001;-15758.80788000002;0.7;2.0;0.0;0.0;0.0;0.0;0.8152468700078017;0.18475312999219823;negative;negative;negative;negative;Environmental Dispatch Optimisation
2.0;9.0;9.0;1.0;0;0;0;0;21944;1628;351189;23062;23572.0;4210000.0;160000.0;4050000.0;60000.0;6000.0;54000.0;966000.0;66000.0;900000.0;0.0;0.0;0.0;12.31653377468967;0.8313736223562059;12.315063347512833;2.402871577992312;0.1791126036572847;2.400812488668906;2603.536949999999;27467.54283000005;26471.439350000044;996.10348;46.01559;0.0;46.01559;901.8085399999998;14335.287410000072;13583.216200000075;752.0712100000001;64.4372;0.0;64.4372;2.0;5.830801130430811;0.0;0.0;-12989.298749999998;-16172.720930000005;-12058.649919999996;-15501.702950000006;0.7;3.0;0.0;0.0;0.0;0.0;0.9309350076361785;0.06906499236382148;negative;negative;negative;negative;Environmental Dispatch Optimisation
2.0;9.0;18.0;2.0;0;0;0;0;21944;4973;351189;23062;26917.0;6010000.0;160000.0;5850000.0;114000.0;6000.0;108000.0;1866000.0;66000.0;1800000.0;0.0;0.0;0.0;16.178851674334897;1.2201733658207103;16.174343320747223;4.04515149757978;0.31894831263548096;4.039693091846784;2603.536949999999;27467.54283000005;26471.439350000044;996.10348;161.10524;0.0;161.10524;901.8085399999998;14335.287410000072;13583.216200000075;752.0712100000001;195.05518999999998;0.0;195.05518999999998;1.0;5.830801130430811;0.0;0.0;-12970.156600000002;-16679.859390000016;-11920.626330000001;-15755.472390000014;0.7;3.0;0.0;0.0;0.0;0.0;0.8152468700078017;0.18475312999219823;negative;negative;negative;negative;Environmental Dispatch Optimisation
2.0;9.0;27.0;3.0;0;0;0;0;21944;8318;351189;23062;30262.0;7810000.0;160000.0;7650000.0;168000.0;6000.0;162000.0;2766000.0;66000.0;2700000.0;0.0;0.0;0.0;19.18732955188553;1.6090245365085594;19.18113595876393;5.324373699169753;0.4588228498427363;5.316313266257235;2603.536949999999;27467.54283000005;26471.439350000044;996.10348;248.83149;0.0;248.83149;901.8085399999998;14335.287410000072;13583.216200000075;752.0712100000001;323.83295;0.0;323.83295;1.0;5.830801130430811;0.0;0.0;-12956.353060000001;-17166.51237000001;-11820.79477;-16120.61206000001;0.7;3.0;0.0;0.0;0.0;0.0;0.7251338312074549;0.2748661687925451;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;6.0;6.0;1.0;0;0;0;0;21939;512;351047;23056;22451.0;2940000.0;240000.0;2700000.0;45000.0;9000.0;36000.0;699000.0;99000.0;600000.0;0.0;0.0;0.0;9.144624744931072;0.6038355473508583;9.144155345966395;1.832507807971316;0.13768924595402973;1.8318265263948703;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;13.99081;0.0;13.99081;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;20.30614;0.0;20.30614;3.0;5.8294725665567615;0.0;0.0;-13078.876169999992;-15882.10797000001;-12362.824909999992;-15407.82741000001;1.0;2.0;0.0;0.0;0.0;0.0;0.9771947797425504;0.022805220257449556;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;6.0;12.0;2.0;0;0;0;0;21939;2743;351047;23056;24682.0;4140000.0;240000.0;3900000.0;81000.0;9000.0;72000.0;1299000.0;99000.0;1200000.0;0.0;0.0;0.0;12.238872365928172;0.8631150545638429;12.235931311281599;3.0779597336538407;0.2309328116750603;3.074652593937934;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;96.37147;0.0;96.37147;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;108.36721999999999;0.0;108.36721999999999;2.0;5.8294725665567615;0.0;0.0;-12979.748469999999;-16329.51032000001;-11992.879239999998;-15539.85558000001;1.0;2.0;0.0;0.0;0.0;0.0;0.8888663803581558;0.11113361964184426;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;6.0;18.0;3.0;0;0;0;0;21939;4973;351047;23056;26912.0;5340000.0;240000.0;5100000.0;117000.0;9000.0;108000.0;1899000.0;99000.0;1800000.0;0.0;0.0;0.0;14.820664585435152;1.122424071611353;14.81615539423719;4.117076824291179;0.32419865955101856;4.111617404437023;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;161.10524;0.0;161.10524;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;195.05518999999998;0.0;195.05518999999998;1.0;5.8294725665567615;0.0;0.0;-12970.59017;-16660.32728000002;-11920.944979999998;-15751.580450000018;1.0;2.0;0.0;0.0;0.0;0.0;0.8152125445897741;0.18478745541022593;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;9.0;9.0;1.0;0;0;0;0;21939;1628;351047;23056;23567.0;4290000.0;240000.0;4050000.0;63000.0;9000.0;54000.0;999000.0;99000.0;900000.0;0.0;0.0;0.0;12.61206859713767;0.8501931640886955;12.610597857993426;2.4846572525736867;0.18430782460563788;2.482597726391681;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;46.01559;0.0;46.01559;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;64.4372;0.0;64.4372;2.0;5.8294725665567615;0.0;0.0;-12983.17973;-16165.457430000008;-12052.51076;-15494.411320000008;1.0;3.0;0.0;0.0;0.0;0.0;0.9309203547333136;0.06907964526668647;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;9.0;18.0;2.0;0;0;0;0;21939;4973;351047;23056;26912.0;6090000.0;240000.0;5850000.0;117000.0;9000.0;108000.0;1899000.0;99000.0;1800000.0;0.0;0.0;0.0;16.4383708758112;1.2391461783032933;16.433861684613234;4.117076824291179;0.32419865955101856;4.111617404437023;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;161.10524;0.0;161.10524;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;195.05518999999998;0.0;195.05518999999998;1.0;5.8294725665567615;0.0;0.0;-12964.03758;-16672.595890000015;-11914.507309999999;-15748.208890000014;1.0;3.0;0.0;0.0;0.0;0.0;0.8152125445897741;0.18478745541022593;negative;negative;negative;negative;Environmental Dispatch Optimisation
3.0;9.0;27.0;3.0;0;0;0;0;21939;8318;351047;23056;30257.0;7890000.0;240000.0;7650000.0;171000.0;9000.0;162000.0;2799000.0;99000.0;2700000.0;0.0;0.0;0.0;19.418655299299946;1.628150640045127;19.412460682680784;5.388558863048033;0.46412834126700775;5.3804970981407845;2603.159499999999;27459.13895000006;26463.368690000054;995.77026;248.83149;0.0;248.83149;901.6071999999997;14329.767620000071;13577.885830000072;751.8817899999999;323.83295;0.0;323.83295;1.0;5.8294725665567615;0.0;0.0;-12950.23404;-17159.248870000014;-11814.675749999999;-16113.348560000013;1.0;3.0;0.0;0.0;0.0;0.0;0.7250884092937172;0.27491159070628285;negative;negative;negative;negative;Environmental Dispatch Optimisation
