Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
0,0.0,0.0,0.0,0.0,0.0,0.0,30.140332,0.0,1500.0,30.140332
1,0.0,0.0,0.0,0.0,0.0,0.0,30.633359,0.0,1500.0,30.633359
2,0.0,0.0,0.0,0.0,0.0,0.0,31.553674,0.0,1500.0,31.553674
3,0.0,0.0,0.0,0.0,0.0,0.0,34.413226,0.0,1500.0,34.413226
4,0.0,0.0,0.0,0.0,0.0,0.0,39.047672,0.0,1500.0,39.047672
5,0.0,0.0,0.0,0.0,0.0,0.0,43.452039,0.0,1500.0,43.452039
6,0.0,0.0,0.0,0.0,0.0,0.0,44.635301,0.0,1500.0,44.635301
7,0.0,0.0,0.0,0.0,0.0,0.0,44.766775,0.0,1500.0,44.766775
8,0.0,0.0,0.0,0.0,0.0,0.0,42.104434,0.0,1500.0,42.104434
9,0.000469011,0.0,0.0,0.0,0.0,0.0,31.71756105933,0.0,1500.0,31.71803007033
10,0.0,0.0,0.0,0.0,34.273224871134,0.0,3.5527136788005e-15,0.0,1463.19456092017,34.273224871134
11,0.000649149,0.0,0.0,0.0,34.1313609594824,0.0,3.5527136788005e-15,0.0,1426.5414671063,34.1320101084824
12,0.001098501,0.0,0.0,0.0,34.166189276235,0.0,0.0,0.0,1389.85097174952,34.167287777235
13,0.000357846,0.0,0.0,0.0,32.6491976904854,0.0,-3.5527136788005e-15,0.0,1354.78954811283,32.6495555364854
14,0.0,0.0,0.0,0.0,32.1554145189003,0.0,0.0,0.0,1320.25838990954,32.1554145189003
15,0.0,0.0,0.0,0.0,35.9674720790378,0.0,0.0,0.0,1281.63352728171,35.9674720790378
16,0.0,0.0,0.0,0.0,38.1911726804124,0.0,0.0,0.0,1240.62067002181,38.1911726804124
17,0.0,0.0,0.0,0.0,36.744002362543,0.0,0.0,0.0,1201.16190459812,36.744002362543
18,0.0,0.0,0.0,0.0,36.4969243986254,0.0,0.0,0.0,1161.96847203946,36.4969243986254
19,0.0,0.0,0.0,0.0,36.0733634020619,0.0,0.0,0.0,1123.22989450288,36.0733634020619
20,0.0,0.0,0.0,0.0,35.0497551546392,0.0,0.0,0.0,1085.59055262719,35.0497551546392
21,0.0,0.0,0.0,0.0,34.4497089776632,0.0,0.0,0.0,1048.59559023709,34.4497089776632
22,0.0,0.0,0.0,0.0,33.0731325171821,0.0,3.5527136788005e-15,0.0,1013.07891012843,33.0731325171821
23,0.0,0.0,0.0,0.0,34.16733354811,0.0,0.0,0.0,976.387185957353,34.16733354811
24,0.0,0.0,0.0,0.0,5.18481886096379,0.0,24.4576506766705,0.0,970.819296287075,29.64246953763429
25,0.0,0.0,0.0,0.0,0.0,0.0,31.520806,0.0,970.819296287075,31.520806
26,0.0,0.0,0.0,0.0,0.0,0.0,31.520806,0.0,970.819296287075,31.520806
27,0.0,0.0,0.0,0.0,0.0,0.0,31.980963,0.0,970.819296287075,31.980963
28,0.0,0.0,0.0,0.0,0.0,0.0,33.624384,0.0,970.819296287075,33.624384
29,0.0,0.0,0.0,0.0,0.0,0.0,36.582541,0.0,970.819296287075,36.582541
30,0.0,0.0,0.0,0.0,38.6853286082474,0.0,0.0,0.0,929.275773297118,38.6853286082474
31,0.0,0.0,0.0,0.0,38.8618127147766,0.0,0.0,0.0,887.542726996885,38.8618127147766
32,0.000653319,0.0,0.0,0.0,35.1549648631551,0.0,0.0,0.0,849.790402186796,35.1556181821551
33,0.001796919,0.0,0.0,0.0,31.3417160530176,0.0,0.0,0.0,816.133061064569,31.3435129720176
34,0.00651684,0.0,0.0,0.0,32.1839225356529,0.0,0.0,0.0,781.571288582124,32.1904393756529
35,0.00473457,0.0,0.0,0.0,33.0329032077964,0.0,0.0,0.0,746.097810051415,33.0376377777964
36,0.001010181,0.0,0.0,0.0,33.9545007779532,0.0,3.5527136788005e-15,0.0,709.634643408424,33.9555109589532
37,0.001044864,0.0,0.0,0.0,31.4836860845361,0.0,0.0,0.0,675.82484305991,31.4847309485361
38,0.0,0.0,0.0,0.0,28.8375118127148,0.0,0.0,0.0,644.856724704332,28.8375118127148
39,0.0,0.0,0.0,0.0,34.1320371563574,0.0,-3.5527136788005e-15,0.0,608.202904734017,34.1320371563574
40,0.0,0.0,0.0,0.0,36.849893685567,0.0,0.0,0.0,568.630424401578,36.849893685567
41,0.0,0.0,0.0,0.0,37.8029080756014,0.0,0.0,0.0,528.034517963002,37.8029080756014
42,0.0,0.0,0.0,0.0,37.0616741838488,0.0,0.0,0.0,488.234610119522,37.0616741838488
43,0.0,0.0,0.0,0.0,36.4969243986254,0.0,0.0,0.0,449.041177560861,36.4969243986254
44,0.0,0.0,0.0,0.0,35.9674720790378,0.0,0.0,0.0,410.416314933028,35.9674720790378
45,0.0,0.0,0.0,0.0,35.0144576890034,0.0,0.0,0.0,372.814878411332,35.0144576890034
46,0.0,0.0,0.0,0.0,33.9908494415808,0.0,3.5527136788005e-15,0.0,336.312677550528,33.9908494415808
47,0.0,0.0,0.0,0.0,33.8143653350516,0.0,-3.5527136788005e-15,0.0,300.0,33.8143653350516
48,0.0,0.0,0.0,0.0,0.0,0.0,29.844517,0.0,300.0,29.844517
49,0.0,0.0,0.0,0.0,0.0,0.0,31.619411,0.0,300.0,31.619411
50,0.0,0.0,0.0,0.0,0.0,0.0,30.863437,0.0,300.0,30.863437
51,0.0,0.0,0.0,0.0,0.0,0.0,32.638332,0.0,300.0,32.638332
52,0.0,0.0,0.0,0.0,0.0,0.0,34.051673,1368.36304174353,1600.7659074814,34.051673
53,0.0,0.0,0.0,0.0,0.0,0.0,36.746883,0.0,1600.7659074814,36.746883
54,0.0,0.0,0.0,0.0,0.0,0.0,37.43712,0.0,1600.7659074814,37.43712
55,0.0,0.0,0.0,0.0,0.0,0.0,37.930146,0.0,1600.7659074814,37.930146
56,9.95463e-05,0.0,0.0,0.0,0.0,0.0,32.638235440089,0.0,1600.7659074814,32.638334986389
57,0.002275713,0.0,0.0,0.0,0.0,0.0,29.57936155839,0.0,1600.7659074814,29.58163727139
58,0.00710592,0.0,0.0,0.0,0.0,0.0,30.2977812576,0.0,1600.7659074814,30.3048871776
59,0.00589941,0.0,0.0,0.0,0.0,0.0,28.7212685723,0.0,1600.7659074814,28.727167982300003
60,0.001324473,0.0,0.0,0.0,0.0,0.0,28.95578526119,0.0,1600.7659074814,28.957109734190002
61,0.000593799,0.0,0.0,0.0,0.0,0.0,29.18657301497,0.0,1600.7659074814,29.187166813970002
62,0.0,0.0,0.0,0.0,0.0,0.0,28.201096,0.0,1600.7659074814,28.201096
63,0.0,0.0,0.0,0.0,0.0,0.0,32.967016,0.0,1600.7659074814,32.967016
64,0.0,0.0,0.0,0.0,0.0,0.0,36.483936,0.0,1600.7659074814,36.483936
65,0.0,0.0,0.0,0.0,39.1441870704467,0.0,0.0,0.0,1558.72962411537,39.1441870704467
66,0.0,0.0,0.0,0.0,0.0,0.0,35.070594,0.0,1558.72962411537,35.070594
67,0.0,0.0,0.0,0.0,0.0,0.0,35.070594,0.0,1558.72962411537,35.070594
68,0.0,0.0,0.0,0.0,0.0,0.0,34.216015,0.0,1558.72962411537,34.216015
69,0.0,0.0,0.0,0.0,0.0,0.0,33.229963,0.0,1558.72962411537,33.229963
70,0.0,0.0,0.0,0.0,0.0,0.0,33.361437,0.0,1558.72962411537,33.361437
71,0.0,0.0,0.0,0.0,0.0,0.0,32.539726,0.0,1558.72962411537,32.539726
72,0.0,0.0,0.0,0.0,0.0,0.0,32.145305,0.0,1558.72962411537,32.145305
73,0.0,0.0,0.0,0.0,0.0,0.0,34.577568,0.0,1558.72962411537,34.577568
74,0.0,0.0,0.0,0.0,0.0,0.0,34.807647,0.0,1558.72962411537,34.807647
75,0.0,0.0,0.0,0.0,0.0,0.0,38.521777,0.0,1558.72962411537,38.521777
76,0.0,0.0,0.0,0.0,0.0,0.0,43.123355,0.0,1558.72962411537,43.123355
77,0.0,0.0,0.0,0.0,0.0,0.0,46.278722,0.0,1558.72962411537,46.278722
78,0.0,0.0,0.0,0.0,0.0,0.0,55.711956,0.0,1558.72962411537,55.711956
79,0.0,0.0,0.0,0.0,74.0527545103093,0.0,0.0,0.0,1479.20561798316,74.0527545103093
80,0.0002161548,0.0,0.0,0.0,71.4758605346263,0.0,0.0,0.0,1402.44889490044,71.4760766894263
81,0.001354311,0.0,0.0,0.0,71.6864565274163,0.0,0.0,0.0,1325.46601632719,71.6878108384163
82,0.000582105,0.0,0.0,0.0,71.7578547660545,0.0,0.0,0.0,1248.4064643877,71.75843687105451
83,0.001065576,0.0,0.0,0.0,65.0509529545533,0.0,7.105427357601e-15,0.0,1178.54934136949,65.0520185305533
84,0.000887832,0.0,0.0,0.0,69.5691320908076,0.0,0.0,0.0,1103.84022185617,69.5700199228076
85,0.00375795,0.0,0.0,0.0,74.084137444695,0.0,0.0,0.0,1024.28251411917,74.087895394695
86,0.0,0.0,0.0,0.0,73.4174119415808,0.0,0.0,0.0,945.440791673309,73.4174119415808
87,0.0,0.0,0.0,0.0,82.3828071305842,0.0,0.0,0.0,856.971282297682,82.3828071305842
88,0.0,0.0,0.0,0.0,90.81875,0.0,0.0,0.0,759.442555923112,90.81875
89,0.0,0.0,0.0,0.0,83.6181969501718,0.0,0.0,0.0,669.646382222326,83.6181969501718
90,0.0,0.0,0.0,0.0,79.4531701030928,0.0,0.0,0.0,584.322960719863,79.4531701030928
91,0.0,0.0,0.0,0.0,73.5233021907217,0.0,0.0,0.0,505.367524518487,73.5233021907217
92,0.0,0.0,0.0,0.0,71.5466795532646,0.0,0.0,0.0,428.534750084139,71.5466795532646
93,0.0,0.0,0.0,0.0,66.4639357817869,0.0,0.0,0.0,357.160248600262,66.4639357817869
94,0.0,0.0,0.0,0.0,53.2276234965636,0.0,0.0,0.0,300.0,53.2276234965636
95,0.0,0.0,0.0,0.0,0.0,0.0,51.340457,0.0,300.0,51.340457
96,0.0,0.0,0.0,0.0,0.0,0.0,44.66817,0.0,300.0,44.66817
97,0.0,0.0,0.0,0.0,0.0,0.0,42.696065,0.0,300.0,42.696065
98,0.0,0.0,0.0,0.0,0.0,0.0,40.625355,2341.21227235006,2525.55638609596,40.625355
99,0.0,0.0,0.0,0.0,0.0,0.0,42.203039,0.0,2525.55638609596,42.203039
100,0.0,0.0,0.0,0.0,0.0,0.0,46.804617,0.0,2525.55638609596,46.804617
101,0.0,0.0,0.0,0.0,0.0,0.0,49.82851,0.0,2525.55638609596,49.82851
102,0.0,0.0,0.0,0.0,61.4517858676976,0.0,0.0,0.0,2459.5643480078,61.4517858676976
103,0.0,0.0,0.0,0.0,104.796296176976,0.0,0.0,0.0,2347.02537015452,104.796296176976
104,0.002842233,0.0,0.0,0.0,96.1103146842676,0.0,0.0,0.0,2243.81412156746,96.1131569172676
105,0.0052404,0.0,0.0,0.0,95.5430668084193,0.0,0.0,0.0,2141.21203092268,95.5483072084193
106,0.00827556,0.0,0.0,0.0,113.788368456615,0.0,0.0,0.0,2019.0166180612,113.796644016615
107,0.01182408,0.0,0.0,0.0,101.713154684708,0.0,0.0,0.0,1909.78857394102,101.724978764708
108,0.0300048,0.0,0.0,0.0,85.4929707302406,0.0,0.0,0.0,1817.97911224617,85.5229755302406
109,0.00319722,0.0,0.0,0.0,90.1094831363832,0.0,0.0,0.0,1721.21205561346,90.11268035638321
110,0.0,0.0,0.0,0.0,94.4190270618557,0.0,0.0,0.0,1619.81705232538,94.4190270618557
111,0.0,0.0,0.0,0.0,93.7130906357388,0.0,0.0,0.0,1519.18014227841,93.7130906357388
112,0.0,0.0,0.0,0.0,115.102971434708,0.0,0.0,0.0,1395.57299941468,115.102971434708
113,0.0,0.0,0.0,0.0,89.9716258591065,0.0,0.0,0.0,1298.95398539073,89.9716258591065
114,0.0,0.0,0.0,0.0,85.1006636597938,0.0,0.0,0.0,1207.56581565298,85.1006636597938
115,0.0,0.0,0.0,0.0,78.3236716065292,0.0,0.0,0.0,1123.45534356693,78.3236716065292
116,0.0,0.0,0.0,0.0,81.218012242268,0.0,0.0,0.0,1036.23668780848,81.218012242268
117,0.0,0.0,0.0,0.0,73.0997401202749,0.0,0.0,0.0,957.736107782408,73.0997401202749
118,0.0,0.0,0.0,0.0,0.0,0.0,58.144218,0.0,957.736107782408,58.144218
119,0.0,0.0,0.0,0.0,0.0,0.0,55.087456,0.0,957.736107782408,55.087456
120,0.0,0.0,0.0,0.0,0.0,0.0,47.297643,0.0,957.736107782408,47.297643
121,0.0,0.0,0.0,0.0,0.0,0.0,42.79467,0.0,957.736107782408,42.79467
122,0.0,0.0,0.0,0.0,0.0,0.0,38.25883,0.0,957.736107782408,38.25883
123,0.0,0.0,0.0,0.0,0.0,0.0,38.521777,0.0,957.736107782408,38.521777
124,0.0,0.0,0.0,0.0,0.0,0.0,43.583512,0.0,957.736107782408,43.583512
125,0.0,0.0,0.0,0.0,0.0,0.0,47.396248,0.0,957.736107782408,47.396248
126,0.0,0.0,0.0,0.0,0.0,0.0,46.377327,0.0,957.736107782408,46.377327
127,0.0,0.0,0.0,0.0,49.4508623281787,0.0,0.0,0.0,904.631659405927,49.4508623281787
128,0.001707459,0.0,0.0,0.0,45.6017286992805,0.0,0.0,0.0,855.66073081993,45.6034361582805
129,0.01330149,0.0,0.0,0.0,34.2240716867483,0.0,3.5527136788005e-15,0.0,818.908076517151,34.23737317674831
130,0.01254243,0.0,0.0,0.0,33.9777844103308,0.0,3.5527136788005e-15,0.0,782.419905973411,33.9903268403308
131,0.01302567,0.0,0.0,0.0,34.1184687501074,0.0,0.0,0.0,745.780656886096,34.131494420107394
132,0.00789786,0.0,0.0,0.0,33.3472799353522,0.0,-3.5527136788005e-15,0.0,709.969574481293,33.3551777953522
133,0.00659751,0.0,0.0,0.0,36.0664909958119,0.0,0.0,0.0,671.238377106066,36.073088505811896
134,0.0,0.0,0.0,0.0,35.1909417955326,0.0,0.0,0.0,633.447417274093,35.1909417955326
135,0.0,0.0,0.0,0.0,40.4854671391753,0.0,0.0,0.0,589.970755827385,40.4854671391753
136,0.0,0.0,0.0,0.0,43.5209944158076,0.0,0.0,0.0,543.23429275199,43.5209944158076
137,0.0,0.0,0.0,0.0,42.3209020618557,0.0,0.0,0.0,497.786588647763,42.3209020618557
138,0.0,0.0,0.0,0.0,38.6147347508591,0.0,0.0,0.0,456.318875212562,38.6147347508591
139,0.0,0.0,0.0,0.0,39.6736393900344,0.0,0.0,0.0,413.714021915704,39.6736393900344
140,0.0,0.0,0.0,0.0,35.7909879725086,0.0,0.0,0.0,375.278682598148,35.7909879725086
141,0.0,0.0,0.0,0.0,35.3674259020619,0.0,0.0,0.0,337.298199455899,35.3674259020619
142,0.0,0.0,0.0,0.0,34.7320833333333,0.0,0.0,0.0,300.0,34.7320833333333
143,0.0,0.0,0.0,0.0,0.0,0.0,31.126385,0.0,300.0,31.126385
144,0.0,0.0,0.0,0.0,0.0,0.0,29.97599,0.0,300.0,29.97599
145,0.0,0.0,0.0,0.0,0.0,0.0,31.783753,0.0,300.0,31.783753
146,0.0,0.0,0.0,0.0,0.0,0.0,32.0467,2524.72122869766,2700.0,32.0467
147,0.0,0.0,0.0,0.0,0.0,0.0,35.432147,0.0,2700.0,35.432147
148,0.0,0.0,0.0,0.0,0.0,0.0,40.789697,0.0,2700.0,40.789697
149,0.0,0.0,0.0,0.0,0.0,0.0,45.259801,0.0,2700.0,45.259801
150,0.0,0.0,0.0,0.0,57.8162113402062,0.0,0.0,0.0,2637.91214417933,57.8162113402062
151,0.0,0.0,0.0,0.0,78.1118900343643,0.0,0.0,0.0,2554.02910075755,78.1118900343643
152,0.0001543956,0.0,0.0,0.0,87.9948423928995,0.0,0.0,0.0,2459.53292121191,87.9949967884995
153,0.00381336,0.0,0.0,0.0,84.1436770197595,0.0,0.0,0.0,2369.17244331268,84.14749037975949
154,0.001079058,0.0,0.0,0.0,86.6526002080541,0.0,0.0,0.0,2276.11767504802,86.6536792660541
155,0.001077927,0.0,0.0,0.0,92.9354375116087,0.0,0.0,0.0,2176.31587359655,92.9365154386087
156,0.00089934,0.0,0.0,0.0,86.1233350947165,0.0,0.0,0.0,2083.82947422508,86.1242344347165
