Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,7500.0,750.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7500.0,3000.0
7,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7500.0,3000.0
8,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7500.0,3000.0
9,1514.88,0.0,0.0,0.0,0.0,0.0,1530.5664,0.0,7500.0,3045.4464
10,3092.78350515464,4560.54649484536,0.0,0.0,0.0,0.0,0.0,0.0,11835.255498,3092.78350515464
11,2748.177,0.0,0.0,0.0,0.0,0.0,334.26831,0.0,11835.255498,3082.44531
12,2860.785,0.0,0.0,0.0,0.0,0.0,225.03855,0.0,11835.255498,3085.82355
13,3092.78350515464,430.531994845361,0.0,0.0,0.0,0.0,0.0,0.0,12244.5192123,3092.78350515464
14,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12244.5192123,3000.0
15,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12244.5192123,3000.0
16,3092.78350515464,356.38549484536,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,3092.78350515464
17,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12583.2992637,3000.0
18,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12583.2992637,3000.0
19,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12583.2992637,3000.0
20,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12583.2992637,3000.0
21,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12583.2992637,3000.0
22,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,12583.2992637,3000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.2992637,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,12583.2992637,750.0
30,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,9123.6241299628,3221.64948453608
31,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,5663.94899622559,3221.64948453608
32,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,2204.27386248839,3221.64948453608
33,2599.6635,0.0,0.0,0.0,513.666672036082,0.0,-5.6843418860808e-14,0.0,1652.65587275892,3113.3301720360823
34,3065.778,0.0,0.0,0.0,0.0,0.0,26.1953399999998,0.0,1652.65587275892,3091.9733399999996
35,3092.78350515464,3466.14649484536,0.0,0.0,0.0,0.0,0.0,0.0,4947.57473075892,3092.78350515464
36,1320.651,0.0,0.0,0.0,1845.97135953608,0.0,0.0,0.0,2965.21717111966,3166.62235953608
37,2938.9275,0.0,0.0,0.0,160.266672036083,0.0,0.0,0.0,2793.10949066854,3099.194172036083
38,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2793.10949066854,3000.0
39,0.0,0.0,0.0,0.0,1204.14355771054,0.0,1878.70151905994,0.0,1500.0,3082.84507677048
40,3092.78350515464,356.37199484536,0.0,0.0,0.0,0.0,0.0,0.0,1838.7672183,3092.78350515464
41,0.0,0.0,0.0,0.0,315.46003368096,0.0,2706.24361663629,0.0,1500.0,3021.70365031725
42,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
43,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
44,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
45,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
46,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1500.0,750.0
54,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
55,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
56,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,3000.0
57,0.44375535,0.0,0.0,0.0,0.0,0.0,2999.5695573105,0.0,1500.0,3000.0133126605
