Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.33996254997,7434.7785684,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7434.7785684,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,7434.7785684,750.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7434.7785684,3000.0
7,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7434.7785684,3000.0
8,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7434.7785684,3000.0
9,1312.896,0.0,0.0,0.0,0.0,0.0,1726.49088,0.0,7434.7785684,3039.38688
10,3092.78350515464,3540.10249484536,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,3092.78350515464
11,2381.7534,0.0,0.0,0.0,0.0,0.0,689.699202,0.0,10800.0,3071.4526020000003
12,2479.347,0.0,0.0,0.0,0.0,0.0,595.03341,0.0,10800.0,3074.38041
13,3053.5401,0.0,0.0,0.0,0.0,0.0,38.0661030000001,0.0,10800.0,3091.6062030000003
14,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,10800.0,3000.0
15,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,10800.0,3000.0
16,2989.2798,0.0,0.0,0.0,107.816359536083,0.0,0.0,0.0,10684.2178269587,3097.0961595360827
17,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,7224.54269322147,3221.64948453608
18,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7224.54269322147,3000.0
19,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7224.54269322147,3000.0
20,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7224.54269322147,3000.0
21,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7224.54269322147,3000.0
22,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,7224.54269322147,3000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224.54269322147,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224.54269322147,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224.54269322147,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224.54269322147,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.64124045711,8336.4036564,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8336.4036564,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,8336.4036564,750.0
30,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,8336.4036564,3000.0
31,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,8336.4036564,3000.0
